"X"	"DE"
"5610"	"ENSG00000213450"	FALSE
"5611"	"ENSG00000243957"	FALSE
"5612"	"ENSG00000240241"	FALSE
"5613"	"ENSG00000169855"	FALSE
"5614"	"ENSG00000240964"	FALSE
"5615"	"ENSG00000239699"	FALSE
"5616"	"ENSG00000241593"	FALSE
"5617"	"ENSG00000114480"	FALSE
"5618"	"ENSG00000241319"	FALSE
"5619"	"ENSG00000239440"	FALSE
"5620"	"ENSG00000241095"	FALSE
"5621"	"ENSG00000242641"	FALSE
"5622"	"ENSG00000175161"	FALSE
"5623"	"ENSG00000241648"	FALSE
"5624"	"ENSG00000243915"	FALSE
"5625"	"ENSG00000206538"	FALSE
"5626"	"ENSG00000241293"	FALSE
"5627"	"ENSG00000083937"	FALSE
"5628"	"ENSG00000239829"	FALSE
"5629"	"ENSG00000239572"	FALSE
"5630"	"ENSG00000163320"	FALSE
"5631"	"ENSG00000229729"	FALSE
"5632"	"ENSG00000175105"	FALSE
"5633"	"ENSG00000179021"	FALSE
"5634"	"ENSG00000242159"	FALSE
"5635"	"ENSG00000242705"	FALSE
"5636"	"ENSG00000044524"	FALSE
"5637"	"ENSG00000189002"	FALSE
"5638"	"ENSG00000184500"	FALSE
"5639"	"ENSG00000169379"	FALSE
"5640"	"ENSG00000178750"	TRUE
"5641"	"ENSG00000178700"	FALSE
"5642"	"ENSG00000178694"	FALSE
"5643"	"ENSG00000242457"	FALSE
"5644"	"ENSG00000178660"	FALSE
"5645"	"ENSG00000234629"	FALSE
"5646"	"ENSG00000244048"	FALSE
"5647"	"ENSG00000244681"	FALSE
"5648"	"ENSG00000243547"	FALSE
"5649"	"ENSG00000269028"	FALSE
"5650"	"ENSG00000176243"	TRUE
"5651"	"ENSG00000080224"	FALSE
"5652"	"ENSG00000113966"	FALSE
"5653"	"ENSG00000233280"	FALSE
"5654"	"ENSG00000080200"	FALSE
"5655"	"ENSG00000170854"	TRUE
"5656"	"ENSG00000080822"	FALSE
"5657"	"ENSG00000080819"	TRUE
"5658"	"ENSG00000248839"	FALSE
"5659"	"ENSG00000244153"	FALSE
"5660"	"ENSG00000064225"	FALSE
"5661"	"ENSG00000249274"	FALSE
"5662"	"ENSG00000057019"	FALSE
"5663"	"ENSG00000144810"	FALSE
"5664"	"ENSG00000273374"	FALSE
"5665"	"ENSG00000184220"	FALSE
"5666"	"ENSG00000168386"	FALSE
"5667"	"ENSG00000261533"	FALSE
"5668"	"ENSG00000243974"	FALSE
"5669"	"ENSG00000036054"	FALSE
"5670"	"ENSG00000114021"	FALSE
"5671"	"ENSG00000273488"	FALSE
"5672"	"ENSG00000154174"	FALSE
"5673"	"ENSG00000206535"	FALSE
"5674"	"ENSG00000181458"	FALSE
"5675"	"ENSG00000243495"	FALSE
"5676"	"ENSG00000114354"	TRUE
"5677"	"ENSG00000154175"	FALSE
"5678"	"ENSG00000213431"	FALSE
"5679"	"ENSG00000081148"	FALSE
"5680"	"ENSG00000138468"	FALSE
"5681"	"ENSG00000241738"	FALSE
"5682"	"ENSG00000232830"	FALSE
"5683"	"ENSG00000175841"	FALSE
"5684"	"ENSG00000174173"	TRUE
"5685"	"ENSG00000081154"	FALSE
"5686"	"ENSG00000242299"	FALSE
"5687"	"ENSG00000066422"	TRUE
"5688"	"ENSG00000256628"	TRUE
"5689"	"ENSG00000114391"	FALSE
"5690"	"ENSG00000244119"	FALSE
"5691"	"ENSG00000182504"	TRUE
"5692"	"ENSG00000144815"	TRUE
"5693"	"ENSG00000249474"	TRUE
"5694"	"ENSG00000144802"	FALSE
"5695"	"ENSG00000170044"	FALSE
"5696"	"ENSG00000240107"	FALSE
"5697"	"ENSG00000243635"	TRUE
"5698"	"ENSG00000170017"	FALSE
"5699"	"ENSG00000114423"	TRUE
"5700"	"ENSG00000242759"	FALSE
"5701"	"ENSG00000239455"	FALSE
"5702"	"ENSG00000243701"	FALSE
"5703"	"ENSG00000241218"	FALSE
"5704"	"ENSG00000273125"	FALSE
"5705"	"ENSG00000114439"	TRUE
"5706"	"ENSG00000241469"	FALSE
"5707"	"ENSG00000196776"	FALSE
"5708"	"ENSG00000271856"	FALSE
"5709"	"ENSG00000114446"	FALSE
"5710"	"ENSG00000114455"	FALSE
"5711"	"ENSG00000241634"	FALSE
"5712"	"ENSG00000163507"	FALSE
"5713"	"ENSG00000202379"	FALSE
"5714"	"ENSG00000198919"	FALSE
"5715"	"ENSG00000261364"	FALSE
"5716"	"ENSG00000214381"	FALSE
"5717"	"ENSG00000163530"	FALSE
"5718"	"ENSG00000121570"	TRUE
"5719"	"ENSG00000230618"	FALSE
"5720"	"ENSG00000228980"	FALSE
"5721"	"ENSG00000244196"	FALSE
"5722"	"ENSG00000214380"	FALSE
"5723"	"ENSG00000244722"	FALSE
"5724"	"ENSG00000206532"	FALSE
"5725"	"ENSG00000177707"	FALSE
"5726"	"ENSG00000153283"	FALSE
"5727"	"ENSG00000239311"	FALSE
"5728"	"ENSG00000240787"	FALSE
"5729"	"ENSG00000177494"	TRUE
"5730"	"ENSG00000240891"	FALSE
"5731"	"ENSG00000144824"	TRUE
"5732"	"ENSG00000144827"	FALSE
"5733"	"ENSG00000176040"	FALSE
"5734"	"ENSG00000114529"	FALSE
"5735"	"ENSG00000174500"	FALSE
"5736"	"ENSG00000261488"	FALSE
"5737"	"ENSG00000172139"	FALSE
"5738"	"ENSG00000244144"	TRUE
"5739"	"ENSG00000243081"	FALSE
"5740"	"ENSG00000186265"	FALSE
"5741"	"ENSG00000242525"	FALSE
"5742"	"ENSG00000144848"	FALSE
"5743"	"ENSG00000138459"	FALSE
"5744"	"ENSG00000272761"	FALSE
"5745"	"ENSG00000091986"	TRUE
"5746"	"ENSG00000242308"	FALSE
"5747"	"ENSG00000240893"	FALSE
"5748"	"ENSG00000163606"	FALSE
"5749"	"ENSG00000272844"	FALSE
"5750"	"ENSG00000163607"	FALSE
"5751"	"ENSG00000163608"	FALSE
"5752"	"ENSG00000240057"	FALSE
"5753"	"ENSG00000241219"	FALSE
"5754"	"ENSG00000243795"	FALSE
"5755"	"ENSG00000144857"	TRUE
"5756"	"ENSG00000206530"	FALSE
"5757"	"ENSG00000240751"	FALSE
"5758"	"ENSG00000243849"	FALSE
"5759"	"ENSG00000163611"	TRUE
"5760"	"ENSG00000072858"	TRUE
"5761"	"ENSG00000239453"	FALSE
"5762"	"ENSG00000241529"	FALSE
"5763"	"ENSG00000176542"	FALSE
"5764"	"ENSG00000121579"	TRUE
"5765"	"ENSG00000242659"	FALSE
"5766"	"ENSG00000114573"	TRUE
"5767"	"ENSG00000178075"	TRUE
"5768"	"ENSG00000240776"	TRUE
"5769"	"ENSG00000241889"	FALSE
"5770"	"ENSG00000240375"	FALSE
"5771"	"ENSG00000273394"	FALSE
"5772"	"ENSG00000184307"	TRUE
"5773"	"ENSG00000163617"	FALSE
"5774"	"ENSG00000151576"	TRUE
"5775"	"ENSG00000240912"	FALSE
"5776"	"ENSG00000241490"	FALSE
"5777"	"ENSG00000174255"	FALSE
"5778"	"ENSG00000181847"	FALSE
"5779"	"ENSG00000259976"	FALSE
"5780"	"ENSG00000181722"	FALSE
"5781"	"ENSG00000242767"	FALSE
"5782"	"ENSG00000185565"	FALSE
"5783"	"ENSG00000240922"	FALSE
"5784"	"ENSG00000241156"	FALSE
"5785"	"ENSG00000198406"	TRUE
"5786"	"ENSG00000243014"	FALSE
"5787"	"ENSG00000241213"	FALSE
"5788"	"ENSG00000144847"	FALSE
"5789"	"ENSG00000114638"	FALSE
"5790"	"ENSG00000121578"	FALSE
"5791"	"ENSG00000240254"	FALSE
"5792"	"ENSG00000031081"	TRUE
"5793"	"ENSG00000241155"	FALSE
"5794"	"ENSG00000176142"	TRUE
"5795"	"ENSG00000163389"	FALSE
"5796"	"ENSG00000272662"	FALSE
"5797"	"ENSG00000113845"	FALSE
"5798"	"ENSG00000272967"	FALSE
"5799"	"ENSG00000144843"	TRUE
"5800"	"ENSG00000242052"	FALSE
"5801"	"ENSG00000121577"	FALSE
"5802"	"ENSG00000138495"	FALSE
"5803"	"ENSG00000183833"	TRUE
"5804"	"ENSG00000082701"	FALSE
"5805"	"ENSG00000239835"	FALSE
"5806"	"ENSG00000242622"	FALSE
"5807"	"ENSG00000175697"	TRUE
"5808"	"ENSG00000240882"	FALSE
"5809"	"ENSG00000163428"	FALSE
"5810"	"ENSG00000240661"	FALSE
"5811"	"ENSG00000242613"	FALSE
"5812"	"ENSG00000163430"	FALSE
"5813"	"ENSG00000065518"	FALSE
"5814"	"ENSG00000113924"	TRUE
"5815"	"ENSG00000144840"	FALSE
"5816"	"ENSG00000153767"	FALSE
"5817"	"ENSG00000213371"	FALSE
"5818"	"ENSG00000145087"	FALSE
"5819"	"ENSG00000051341"	FALSE
"5820"	"ENSG00000242445"	FALSE
"5821"	"ENSG00000163833"	FALSE
"5822"	"ENSG00000180353"	FALSE
"5823"	"ENSG00000173230"	FALSE
"5824"	"ENSG00000173226"	TRUE
"5825"	"ENSG00000145088"	TRUE
"5826"	"ENSG00000163406"	TRUE
"5827"	"ENSG00000145103"	TRUE
"5828"	"ENSG00000240236"	FALSE
"5829"	"ENSG00000121552"	FALSE
"5830"	"ENSG00000160124"	FALSE
"5831"	"ENSG00000114023"	FALSE
"5832"	"ENSG00000196981"	FALSE
"5833"	"ENSG00000272758"	FALSE
"5834"	"ENSG00000114030"	TRUE
"5835"	"ENSG00000270901"	FALSE
"5836"	"ENSG00000138496"	TRUE
"5837"	"ENSG00000163840"	FALSE
"5838"	"ENSG00000173200"	FALSE
"5839"	"ENSG00000243918"	FALSE
"5840"	"ENSG00000173193"	FALSE
"5841"	"ENSG00000169087"	TRUE
"5842"	"ENSG00000138463"	FALSE
"5843"	"ENSG00000273033"	FALSE
"5844"	"ENSG00000065485"	TRUE
"5845"	"ENSG00000121542"	FALSE
"5846"	"ENSG00000173175"	FALSE
"5847"	"ENSG00000206527"	FALSE
"5848"	"ENSG00000239523"	FALSE
"5849"	"ENSG00000065534"	FALSE
"5850"	"ENSG00000175455"	FALSE
"5851"	"ENSG00000065371"	FALSE
"5852"	"ENSG00000160145"	FALSE
"5853"	"ENSG00000240622"	FALSE
"5854"	"ENSG00000263775"	FALSE
"5855"	"ENSG00000114491"	TRUE
"5856"	"ENSG00000272947"	FALSE
"5857"	"ENSG00000082781"	TRUE
"5858"	"ENSG00000173706"	TRUE
"5859"	"ENSG00000221955"	FALSE
"5860"	"ENSG00000163848"	FALSE
"5861"	"ENSG00000243508"	FALSE
"5862"	"ENSG00000114520"	FALSE
"5863"	"ENSG00000252965"	FALSE
"5864"	"ENSG00000144909"	FALSE
"5865"	"ENSG00000234458"	FALSE
"5866"	"ENSG00000243429"	FALSE
"5867"	"ENSG00000239978"	FALSE
"5868"	"ENSG00000242229"	FALSE
"5869"	"ENSG00000241288"	FALSE
"5870"	"ENSG00000241278"	FALSE
"5871"	"ENSG00000248787"	FALSE
"5872"	"ENSG00000171084"	TRUE
"5873"	"ENSG00000189366"	FALSE
"5874"	"ENSG00000114547"	FALSE
"5875"	"ENSG00000114544"	FALSE
"5876"	"ENSG00000250012"	FALSE
"5877"	"ENSG00000144908"	FALSE
"5878"	"ENSG00000163884"	TRUE
"5879"	"ENSG00000070476"	TRUE
"5880"	"ENSG00000180767"	FALSE
"5881"	"ENSG00000197763"	FALSE
"5882"	"ENSG00000248557"	FALSE
"5883"	"ENSG00000198284"	FALSE
"5884"	"ENSG00000159685"	FALSE
"5885"	"ENSG00000249558"	FALSE
"5886"	"ENSG00000114554"	FALSE
"5887"	"ENSG00000163870"	TRUE
"5888"	"ENSG00000073111"	FALSE
"5889"	"ENSG00000114631"	FALSE
"5890"	"ENSG00000114626"	TRUE
"5891"	"ENSG00000074416"	TRUE
"5892"	"ENSG00000187715"	FALSE
"5893"	"ENSG00000058262"	FALSE
"5894"	"ENSG00000175792"	FALSE
"5895"	"ENSG00000132394"	TRUE
"5896"	"ENSG00000179348"	TRUE
"5897"	"ENSG00000244300"	FALSE
"5898"	"ENSG00000239405"	FALSE
"5899"	"ENSG00000198685"	FALSE
"5900"	"ENSG00000163902"	FALSE
"5901"	"ENSG00000075785"	FALSE
"5902"	"ENSG00000242992"	FALSE
"5903"	"ENSG00000239483"	FALSE
"5904"	"ENSG00000261159"	FALSE
"5905"	"ENSG00000231305"	FALSE
"5906"	"ENSG00000250796"	FALSE
"5907"	"ENSG00000177646"	FALSE
"5908"	"ENSG00000114656"	TRUE
"5909"	"ENSG00000187695"	FALSE
"5910"	"ENSG00000114654"	TRUE
"5911"	"ENSG00000172780"	FALSE
"5912"	"ENSG00000273174"	FALSE
"5913"	"ENSG00000240682"	FALSE
"5914"	"ENSG00000273437"	FALSE
"5915"	"ENSG00000169714"	TRUE
"5916"	"ENSG00000181789"	FALSE
"5917"	"ENSG00000183624"	FALSE
"5918"	"ENSG00000184897"	TRUE
"5919"	"ENSG00000206417"	TRUE
"5920"	"ENSG00000248916"	FALSE
"5921"	"ENSG00000270773"	FALSE
"5922"	"ENSG00000244932"	FALSE
"5923"	"ENSG00000251474"	FALSE
"5924"	"ENSG00000207088"	FALSE
"5925"	"ENSG00000172771"	TRUE
"5926"	"ENSG00000129071"	TRUE
"5927"	"ENSG00000163913"	TRUE
"5928"	"ENSG00000004399"	FALSE
"5929"	"ENSG00000239437"	FALSE
"5930"	"ENSG00000172765"	TRUE
"5931"	"ENSG00000203644"	TRUE
"5932"	"ENSG00000271270"	FALSE
"5933"	"ENSG00000170893"	FALSE
"5934"	"ENSG00000251178"	FALSE
"5935"	"ENSG00000251287"	FALSE
"5936"	"ENSG00000248243"	FALSE
"5937"	"ENSG00000253540"	FALSE
"5938"	"ENSG00000249846"	FALSE
"5939"	"ENSG00000250580"	FALSE
"5940"	"ENSG00000172752"	FALSE
"5941"	"ENSG00000196455"	FALSE
"5942"	"ENSG00000232829"	FALSE
"5943"	"ENSG00000017260"	FALSE
"5944"	"ENSG00000034533"	FALSE
"5945"	"ENSG00000114670"	FALSE
"5946"	"ENSG00000250608"	FALSE
"5947"	"ENSG00000246082"	FALSE
"5948"	"ENSG00000198585"	FALSE
"5949"	"ENSG00000261167"	FALSE
"5950"	"ENSG00000114686"	FALSE
"5951"	"ENSG00000248530"	FALSE
"5952"	"ENSG00000240854"	FALSE
"5953"	"ENSG00000242899"	FALSE
"5954"	"ENSG00000014257"	FALSE
"5955"	"ENSG00000240890"	FALSE
"5956"	"ENSG00000138246"	FALSE
"5957"	"ENSG00000240303"	FALSE
"5958"	"ENSG00000113971"	TRUE
"5959"	"ENSG00000129048"	FALSE
"5960"	"ENSG00000081307"	FALSE
"5961"	"ENSG00000248724"	TRUE
"5962"	"ENSG00000144868"	FALSE
"5963"	"ENSG00000170819"	FALSE
"5964"	"ENSG00000249993"	TRUE
"5965"	"ENSG00000250983"	FALSE
"5966"	"ENSG00000091527"	TRUE
"5967"	"ENSG00000163781"	FALSE
"5968"	"ENSG00000091513"	FALSE
"5969"	"ENSG00000244062"	FALSE
"5970"	"ENSG00000144867"	TRUE
"5971"	"ENSG00000154917"	FALSE
"5972"	"ENSG00000174640"	FALSE
"5973"	"ENSG00000163785"	FALSE
"5974"	"ENSG00000260633"	FALSE
"5975"	"ENSG00000214289"	FALSE
"5976"	"ENSG00000114019"	FALSE
"5977"	"ENSG00000129055"	TRUE
"5978"	"ENSG00000182923"	TRUE
"5979"	"ENSG00000154928"	FALSE
"5980"	"ENSG00000174611"	FALSE
"5981"	"ENSG00000240086"	FALSE
"5982"	"ENSG00000073711"	FALSE
"5983"	"ENSG00000227267"	FALSE
"5984"	"ENSG00000273455"	FALSE
"5985"	"ENSG00000174579"	FALSE
"5986"	"ENSG00000114054"	FALSE
"5987"	"ENSG00000118007"	FALSE
"5988"	"ENSG00000244101"	FALSE
"5989"	"ENSG00000240695"	FALSE
"5990"	"ENSG00000261758"	FALSE
"5991"	"ENSG00000168917"	FALSE
"5992"	"ENSG00000273486"	FALSE
"5993"	"ENSG00000239213"	FALSE
"5994"	"ENSG00000158092"	FALSE
"5995"	"ENSG00000174564"	TRUE
"5996"	"ENSG00000242070"	FALSE
"5997"	"ENSG00000241478"	TRUE
"5998"	"ENSG00000066405"	FALSE
"5999"	"ENSG00000158163"	FALSE
"6000"	"ENSG00000240668"	TRUE
"6001"	"ENSG00000118017"	FALSE
"6002"	"ENSG00000138231"	FALSE
"6003"	"ENSG00000114098"	TRUE
"6004"	"ENSG00000181322"	FALSE
"6005"	"ENSG00000158186"	TRUE
"6006"	"ENSG00000158220"	TRUE
"6007"	"ENSG00000114107"	FALSE
"6008"	"ENSG00000158234"	FALSE
"6009"	"ENSG00000174715"	FALSE
"6010"	"ENSG00000051382"	TRUE
"6011"	"ENSG00000241429"	FALSE
"6012"	"ENSG00000206262"	FALSE
"6013"	"ENSG00000206260"	FALSE
"6014"	"ENSG00000175110"	FALSE
"6015"	"ENSG00000233701"	FALSE
"6016"	"ENSG00000272656"	FALSE
"6017"	"ENSG00000184432"	FALSE
"6018"	"ENSG00000252245"	FALSE
"6019"	"ENSG00000248932"	FALSE
"6020"	"ENSG00000114113"	TRUE
"6021"	"ENSG00000178631"	FALSE
"6022"	"ENSG00000114115"	TRUE
"6023"	"ENSG00000163864"	TRUE
"6024"	"ENSG00000214280"	TRUE
"6025"	"ENSG00000261763"	FALSE
"6026"	"ENSG00000158258"	FALSE
"6027"	"ENSG00000216184"	FALSE
"6028"	"ENSG00000261826"	FALSE
"6029"	"ENSG00000224085"	FALSE
"6030"	"ENSG00000114120"	TRUE
"6031"	"ENSG00000175093"	FALSE
"6032"	"ENSG00000155893"	TRUE
"6033"	"ENSG00000177311"	TRUE
"6034"	"ENSG00000215606"	TRUE
"6035"	"ENSG00000155903"	TRUE
"6036"	"ENSG00000242104"	FALSE
"6037"	"ENSG00000114125"	FALSE
"6038"	"ENSG00000114124"	FALSE
"6039"	"ENSG00000265391"	FALSE
"6040"	"ENSG00000228398"	FALSE
"6041"	"ENSG00000069849"	TRUE
"6042"	"ENSG00000244124"	FALSE
"6043"	"ENSG00000114126"	TRUE
"6044"	"ENSG00000233597"	FALSE
"6045"	"ENSG00000272565"	TRUE
"6046"	"ENSG00000175066"	TRUE
"6047"	"ENSG00000114127"	FALSE
"6048"	"ENSG00000175054"	FALSE
"6049"	"ENSG00000242479"	FALSE
"6050"	"ENSG00000244327"	FALSE
"6051"	"ENSG00000120756"	FALSE
"6052"	"ENSG00000144935"	TRUE
"6053"	"ENSG00000163710"	FALSE
"6054"	"ENSG00000240950"	FALSE
"6055"	"ENSG00000241570"	FALSE
"6056"	"ENSG00000163714"	FALSE
"6057"	"ENSG00000268129"	FALSE
"6058"	"ENSG00000244171"	TRUE
"6059"	"ENSG00000181804"	FALSE
"6060"	"ENSG00000243759"	FALSE
"6061"	"ENSG00000235110"	FALSE
"6062"	"ENSG00000181744"	TRUE
"6063"	"ENSG00000239797"	FALSE
"6064"	"ENSG00000261051"	FALSE
"6065"	"ENSG00000232013"	FALSE
"6066"	"ENSG00000240032"	FALSE
"6067"	"ENSG00000152952"	FALSE
"6068"	"ENSG00000114698"	FALSE
"6069"	"ENSG00000163746"	FALSE
"6070"	"ENSG00000188313"	FALSE
"6071"	"ENSG00000243620"	FALSE
"6072"	"ENSG00000239922"	FALSE
"6073"	"ENSG00000205412"	FALSE
"6074"	"ENSG00000242440"	FALSE
"6075"	"ENSG00000153002"	FALSE
"6076"	"ENSG00000240521"	FALSE
"6077"	"ENSG00000241627"	TRUE
"6078"	"ENSG00000163754"	TRUE
"6079"	"ENSG00000071794"	FALSE
"6080"	"ENSG00000239718"	TRUE
"6081"	"ENSG00000163755"	FALSE
"6082"	"ENSG00000047457"	FALSE
"6083"	"ENSG00000240216"	FALSE
"6084"	"ENSG00000244468"	FALSE
"6085"	"ENSG00000163762"	FALSE
"6086"	"ENSG00000169908"	FALSE
"6087"	"ENSG00000240541"	FALSE
"6088"	"ENSG00000243885"	FALSE
"6089"	"ENSG00000241929"	FALSE
"6090"	"ENSG00000018408"	TRUE
"6091"	"ENSG00000241985"	FALSE
"6092"	"ENSG00000241313"	FALSE
"6093"	"ENSG00000114744"	FALSE
"6094"	"ENSG00000206199"	FALSE
"6095"	"ENSG00000082996"	FALSE
"6096"	"ENSG00000239351"	FALSE
"6097"	"ENSG00000070087"	TRUE
"6098"	"ENSG00000268175"	TRUE
"6099"	"ENSG00000242791"	FALSE
"6100"	"ENSG00000224831"	FALSE
"6101"	"ENSG00000240477"	FALSE
"6102"	"ENSG00000243321"	FALSE
"6103"	"ENSG00000244541"	TRUE
"6104"	"ENSG00000196428"	TRUE
"6105"	"ENSG00000120742"	TRUE
"6106"	"ENSG00000144895"	FALSE
"6107"	"ENSG00000198843"	TRUE
"6108"	"ENSG00000271711"	FALSE
"6109"	"ENSG00000163645"	FALSE
"6110"	"ENSG00000240137"	FALSE
"6111"	"ENSG00000244668"	FALSE
"6112"	"ENSG00000181788"	TRUE
"6113"	"ENSG00000244265"	TRUE
"6114"	"ENSG00000239265"	FALSE
"6115"	"ENSG00000214237"	FALSE
"6116"	"ENSG00000144893"	FALSE
"6117"	"ENSG00000138271"	FALSE
"6118"	"ENSG00000152580"	FALSE
"6119"	"ENSG00000197953"	FALSE
"6120"	"ENSG00000242908"	FALSE
"6121"	"ENSG00000239941"	FALSE
"6122"	"ENSG00000152601"	TRUE
"6123"	"ENSG00000229619"	TRUE
"6124"	"ENSG00000221962"	FALSE
"6125"	"ENSG00000243305"	TRUE
"6126"	"ENSG00000241671"	FALSE
"6127"	"ENSG00000244268"	FALSE
"6128"	"ENSG00000181467"	TRUE
"6129"	"ENSG00000265813"	FALSE
"6130"	"ENSG00000241912"	FALSE
"6131"	"ENSG00000238755"	FALSE
"6132"	"ENSG00000240068"	FALSE
"6133"	"ENSG00000243069"	FALSE
"6134"	"ENSG00000114790"	TRUE
"6135"	"ENSG00000174953"	FALSE
"6136"	"ENSG00000240048"	FALSE
"6137"	"ENSG00000196549"	FALSE
"6138"	"ENSG00000239443"	FALSE
"6139"	"ENSG00000114805"	TRUE
"6140"	"ENSG00000214919"	FALSE
"6141"	"ENSG00000174928"	TRUE
"6142"	"ENSG00000169359"	FALSE
"6143"	"ENSG00000163655"	FALSE
"6144"	"ENSG00000240489"	FALSE
"6145"	"ENSG00000169282"	FALSE
"6146"	"ENSG00000242017"	FALSE
"6147"	"ENSG00000242537"	FALSE
"6148"	"ENSG00000227709"	FALSE
"6149"	"ENSG00000272990"	FALSE
"6150"	"ENSG00000114850"	TRUE
"6151"	"ENSG00000243926"	FALSE
"6152"	"ENSG00000163659"	TRUE
"6153"	"ENSG00000174912"	FALSE
"6154"	"ENSG00000240875"	TRUE
"6155"	"ENSG00000230457"	FALSE
"6156"	"ENSG00000197980"	FALSE
"6157"	"ENSG00000241544"	FALSE
"6158"	"ENSG00000163660"	TRUE
"6159"	"ENSG00000201778"	FALSE
"6160"	"ENSG00000244515"	TRUE
"6161"	"ENSG00000241770"	FALSE
"6162"	"ENSG00000243176"	FALSE
"6163"	"ENSG00000197415"	TRUE
"6164"	"ENSG00000163661"	FALSE
"6165"	"ENSG00000174899"	FALSE
"6166"	"ENSG00000168779"	FALSE
"6167"	"ENSG00000174891"	FALSE
"6168"	"ENSG00000241723"	FALSE
"6169"	"ENSG00000243150"	FALSE
"6170"	"ENSG00000178053"	FALSE
"6171"	"ENSG00000168827"	FALSE
"6172"	"ENSG00000079257"	TRUE
"6173"	"ENSG00000272087"	FALSE
"6174"	"ENSG00000272440"	FALSE
"6175"	"ENSG00000118849"	FALSE
"6176"	"ENSG00000118855"	FALSE
"6177"	"ENSG00000240207"	FALSE
"6178"	"ENSG00000272247"	FALSE
"6179"	"ENSG00000250588"	TRUE
"6180"	"ENSG00000151967"	FALSE
"6181"	"ENSG00000244040"	FALSE
"6182"	"ENSG00000168811"	TRUE
"6183"	"ENSG00000184100"	FALSE
"6184"	"ENSG00000180044"	FALSE
"6185"	"ENSG00000248710"	FALSE
"6186"	"ENSG00000068885"	FALSE
"6187"	"ENSG00000113810"	FALSE
"6188"	"ENSG00000213186"	FALSE
"6189"	"ENSG00000244009"	FALSE
"6190"	"ENSG00000186432"	TRUE
"6191"	"ENSG00000229320"	FALSE
"6192"	"ENSG00000260572"	FALSE
"6193"	"ENSG00000163590"	TRUE
"6194"	"ENSG00000169255"	FALSE
"6195"	"ENSG00000169251"	FALSE
"6196"	"ENSG00000243838"	FALSE
"6197"	"ENSG00000196542"	TRUE
"6198"	"ENSG00000240567"	FALSE
"6199"	"ENSG00000269888"	FALSE
"6200"	"ENSG00000234851"	FALSE
"6201"	"ENSG00000241168"	FALSE
"6202"	"ENSG00000241369"	FALSE
"6203"	"ENSG00000240792"	FALSE
"6204"	"ENSG00000214210"	FALSE
"6205"	"ENSG00000239205"	FALSE
"6206"	"ENSG00000114200"	FALSE
"6207"	"ENSG00000244429"	FALSE
"6208"	"ENSG00000224962"	FALSE
"6209"	"ENSG00000239227"	FALSE
"6210"	"ENSG00000220343"	FALSE
"6211"	"ENSG00000169064"	FALSE
"6212"	"ENSG00000174776"	FALSE
"6213"	"ENSG00000114209"	TRUE
"6214"	"ENSG00000241120"	FALSE
"6215"	"ENSG00000163536"	FALSE
"6216"	"ENSG00000173905"	TRUE
"6217"	"ENSG00000206120"	FALSE
"6218"	"ENSG00000241882"	FALSE
"6219"	"ENSG00000085276"	FALSE
"6220"	"ENSG00000213178"	FALSE
"6221"	"ENSG00000244381"	FALSE
"6222"	"ENSG00000270141"	FALSE
"6223"	"ENSG00000184378"	FALSE
"6224"	"ENSG00000269889"	FALSE
"6225"	"ENSG00000085274"	TRUE
"6226"	"ENSG00000269984"	TRUE
"6227"	"ENSG00000171757"	FALSE
"6228"	"ENSG00000270135"	FALSE
"6229"	"ENSG00000270096"	FALSE
"6230"	"ENSG00000188306"	FALSE
"6231"	"ENSG00000114248"	TRUE
"6232"	"ENSG00000240128"	FALSE
"6233"	"ENSG00000187033"	FALSE
"6234"	"ENSG00000244039"	FALSE
"6235"	"ENSG00000239219"	TRUE
"6236"	"ENSG00000008952"	TRUE
"6237"	"ENSG00000240373"	FALSE
"6238"	"ENSG00000173890"	TRUE
"6239"	"ENSG00000173889"	TRUE
"6240"	"ENSG00000268220"	FALSE
"6241"	"ENSG00000163558"	FALSE
"6242"	"ENSG00000136603"	TRUE
"6243"	"ENSG00000242578"	FALSE
"6244"	"ENSG00000013297"	FALSE
"6245"	"ENSG00000013293"	FALSE
"6246"	"ENSG00000241416"	TRUE
"6247"	"ENSG00000244738"	FALSE
"6248"	"ENSG00000163584"	FALSE
"6249"	"ENSG00000163577"	FALSE
"6250"	"ENSG00000240704"	FALSE
"6251"	"ENSG00000154310"	TRUE
"6252"	"ENSG00000075651"	TRUE
"6253"	"ENSG00000183657"	FALSE
"6254"	"ENSG00000186329"	FALSE
"6255"	"ENSG00000075420"	TRUE
"6256"	"ENSG00000203443"	FALSE
"6257"	"ENSG00000236686"	FALSE
"6258"	"ENSG00000121858"	TRUE
"6259"	"ENSG00000224611"	FALSE
"6260"	"ENSG00000223387"	FALSE
"6261"	"ENSG00000224426"	FALSE
"6262"	"ENSG00000144959"	TRUE
"6263"	"ENSG00000114346"	FALSE
"6264"	"ENSG00000227440"	TRUE
"6265"	"ENSG00000169760"	FALSE
"6266"	"ENSG00000213169"	FALSE
"6267"	"ENSG00000177694"	FALSE
"6268"	"ENSG00000214192"	FALSE
"6269"	"ENSG00000273193"	FALSE
"6270"	"ENSG00000230362"	FALSE
"6271"	"ENSG00000236357"	FALSE
"6272"	"ENSG00000223715"	FALSE
"6273"	"ENSG00000232461"	FALSE
"6274"	"ENSG00000228308"	FALSE
"6275"	"ENSG00000177565"	FALSE
